V2,KK7LHY/P,W7W/SO-067,30/03/2024,20:20,144MHz,FM,N7NWT,,"146.56, 47 to me, 35 from me, Nathan in Tacoma, my station: QRZ-1 handheld @ 5 watts into MFJ-1714 antenna"
V2,KK7LHY/P,W7W/SO-067,30/03/2024,20:22,144MHz,FM,KG7EJT/P,,"146.56, 59 to me, 59 from me, Tim on Mt. Teneriffe"
V2,KK7LHY/P,W7W/SO-067,30/03/2024,20:29,144MHz,FM,WW7D/P,,"146.56, 47 to me, 59 from me, Darryl on Showshoe Butte, my station: QRZ-1 handheld @ 5 watts into 146-3BP yagi"
V2,KK7LHY/P,W7W/SO-067,30/03/2024,20:31,144MHz,FM,WU7H/P,,"146.56, 47 to me, 59 from me, Josh on Showshoe Butte"
V2,KK7LHY/P,W7W/SO-067,30/03/2024,20:34,144MHz,FM,AI7MW,,"146.56, 47 to me, 59 from me, John in Olympia"
V2,KK7LHY/P,W7N/CK-115,07/04/2024,02:37,144MHz,FM,KK7BUB,,"146.52, 59 to me, 59 from me, my station: QRZ-1 handheld @ 5 watts into MFJ-1714 antenna"
V2,KK7LHY/P,W7N/CK-115,07/04/2024,02:39,144MHz,FM,KE7LFM,,"146.52, 59 to me, 59 from me"
V2,KK7LHY/P,W7N/CK-115,07/04/2024,02:41,144MHz,FM,WA6NGO,,"146.52, 59 to me, 59 from me"
V2,KK7LHY/P,W7N/CK-115,07/04/2024,03:16,144MHz,FM,KJ7NDY,,"146.52, 59 to me, 59 from me, Joel in Summerlin"
V2,KK7LHY/P,W7W/CW-076,19/05/2024,21:50,144MHz,FM,W7NN,,"146.56, 59 to me, 55 from me, Ron in Olympia, my station: FT-1900R @ 25watts into MFJ-1714 antenna, his station: 175watts into 11-element yagi"
V2,KK7LHY/P,W7W/SN-148,25/05/2024,21:25,144MHz,FM,WA7BEN/P,,"146.58, 59 to me, 58 from me, Ben on Young Love, my station: QRZ-1 @ 5watts into MFJ-1714 antenna"
V2,KK7LHY/P,W7W/SN-148,25/05/2024,21:26,144MHz,FM,WA7OOO/P,,"59 to me, 58 from me, Ospin on Young Love"
V2,KK7LHY/P,W7W/SN-148,25/05/2024,21:27,144MHz,FM,WW7D,,"59 to me, 59 from me, Darryl in Redmond"
V2,KK7LHY/P,W7W/SN-148,25/05/2024,21:29,144MHz,FM,N7FX,,"59 to me, 47 from me, Kevin on Bainbridge Island"
V2,KK7LHY/P,W7W/SN-148,25/05/2024,21:29,144MHz,FM,KG7VIZ,,"59 to me, 59 from me, Scott in Everett"
V2,KK7LHY/P,W7W/SN-148,25/05/2024,21:31,144MHz,FM,AG7OO,,"59 to me, 59 from me, Kevin in Olympia"
V2,KK7LHY/P,W7W/SN-148,25/05/2024,21:33,144MHz,FM,KJ7AAI,,"59 to me, 59 from me, Jeff in Redmond"
V2,KK7LHY/P,W7W/SN-148,25/05/2024,21:34,144MHz,FM,K7NDO,,"57 to me, 59 from me, Indio in Mill Creek"
V2,KK7LHY/P,W7W/SN-148,25/05/2024,21:35,144MHz,FM,AI7OV,,"47 to me, 55 from me, Chris in West Seattle"
V2,KK7LHY/P,W7W/SN-148,25/05/2024,21:39,144MHz,FM,K6IR,,"59 to me, 59 from me, John in Kent"
V2,KK7LHY/P,W7W/SN-148,25/05/2024,21:41,144MHz,FM,AC7MA,,"47 to me, 59 from me, Rich in Redmond"
V2,KK7LHY/P,W7W/SN-148,25/05/2024,21:44,144MHz,FM,KK7RPI,,"59 to me, 59 from me, Mike in Everett"
V2,KK7LHY/P,W7W/SK-142,01/06/2024,16:42,144MHz,FM,KV7DX,,"146.52, 55 to me, 55 from me, Jason in Marysville, my station: FT-1900R @ 25watts into MFJ-1714 antenna"
V2,KK7LHY/P,W7W/SK-142,01/06/2024,16:43,144MHz,FM,KL7GOD/M,,"54 to me, 55 from me, Shane on the way to Hurricane Ridge"
V2,KK7LHY/P,W7W/SK-142,01/06/2024,16:45,144MHz,FM,KF7JQV,,"57 to me, 59 from me, Robert in Sequim"
V2,KK7LHY/P,W7W/SK-142,01/06/2024,16:46,144MHz,FM,KG0D,,"53 to me, 55 from me, David in Sequim"
V2,KK7LHY/P,W7W/KG-137,06/06/2024,02:35,144MHz,FM,WW7D,,"146.58, 47 to me, 59 from me, Darryl in Redmond, my station: QRZ-1 handheld @ 5watts into MFJ-1714 antenna"
V2,KK7LHY/P,W7W/KG-137,06/06/2024,02:36,144MHz,FM,N7FX,,"35 to me, 55 from me, Kevin on Bainbridge"
